"borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"5829",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5086,13,NA,"B1","4524 BYRON AVENUE                        ","            ",10466,2,0,2,1416,2607,1901,1,"B1","$ 157,000","2015-11-20",157000,2607,1416,0
"5830",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5094,15,NA,"B2","4422 EDSON AVENUE                        ","            ",10466,2,0,2,2188,2700,1930,1,"B2","$ 560,000","2015-12-07",560000,2700,2188,0
"5831",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5096,6,NA,"B2","2055 NEREID AVENUE                       ","            ",10466,2,0,2,3754,2770,1930,1,"B2","$ 330,000","2015-05-14",330000,2770,3754,0
"5832",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5096,8,NA,"B2","4400 WILDER AVENUE                       ","            ",10466,2,0,2,2060,2106,2006,1,"B2","$ 575,000","2015-10-29",575000,2106,2060,0
"5833",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5096,8,NA,"B2","4400 WILDER AVE                          ","            ",10466,2,0,2,2060,2106,2006,1,"B2","$ 180,000","2015-05-29",180000,2106,2060,0
"5834",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5097,64,NA,"B2","4419 HILL AVE                            ","            ",10466,2,0,2,4908,1546,1925,1,"B2","$ 419,000","2015-10-20",419000,1546,4908,0
"5835",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5100,5,NA,"B1","2151 NEREID AVENUE                       ","            ",10466,2,0,2,1589,2650,1950,1,"B1","$ 440,000","2016-01-28",440000,2650,1589,0
"5836",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5102,21,NA,"B3","4735 BRONX BOULEVARD                     ","            ",10470,2,0,2,4750,3305,1899,1,"B3","$ 435,000","2016-01-13",435000,3305,4750,0
"5837",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5105,24,NA,"B2","4728 CARPENTER AVENUE                    ","            ",10470,2,0,2,5000,2691,1915,1,"B2","$ 243,000","2015-10-16",243000,2691,5000,0
"5838",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5106,80,NA,"B1","4729 RICHARDSON AVENUE                   ","            ",10470,2,0,2,2500,2232,1925,1,"B1","$ 326,000","2015-10-30",326000,2232,2500,0
"5840",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5115,13,NA,"B2","727 EAST 242ND STREET                    ","            ",10470,2,0,2,2500,1980,1920,1,"B2","$ 200,000","2015-12-22",2e+05,1980,2500,0
"5842",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5115,41,NA,"B2","720 E. 243 STREET                        ","            ",10470,2,0,2,3555,2484,1920,1,"B2","$ 302,172","2015-06-26",302172,2484,3555,0
"5844",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5118,61,NA,"B3","4752 BARNES AVENUE                       ","            ",10470,2,0,2,3365,3312,1940,1,"B3","$ 461,000","2015-12-30",461000,3312,3365,0
"5845",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5118,135,NA,"B3","835 PENFIELD STREET                      ","            ",10470,2,0,2,2600,1192,1925,1,"B3","$ 228,000","2016-01-21",228000,1192,2600,0
"5849",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5123,16,NA,"B2","908 CRANFORD AVENUE                      ","            ",10466,2,0,2,2500,1504,1925,1,"B2","$ 475,000","2016-01-13",475000,1504,2500,0
"5850",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5123,20,NA,"B1","916 CRANFORD AVENUE                      ","            ",10466,2,0,2,2500,2106,2006,1,"B1","$ 215,000","2015-05-28",215000,2106,2500,0
"5851",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5123,26,NA,"B2","4519 MONTICELLO AVENUE                   ","            ",10466,2,0,2,3115,2040,1920,1,"B2","$ 460,000","2015-12-08",460000,2040,3115,0
"5852",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5123,29,NA,"B2","4511 MONTICELLO AVENUE                   ","            ",10466,2,0,2,5670,1306,1920,1,"B2","$ 525,000","2016-01-08",525000,1306,5670,0
"5853",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5124,1,NA,"B3","1001 EAST 241 STREET                     ","            ",10466,2,0,2,3500,2071,1920,1,"B3","$ 579,000","2016-02-29",579000,2071,3500,0
"5854",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5124,1,NA,"B3","1001 EAST 241 STREET                     ","            ",10466,2,0,2,3500,2071,1920,1,"B3","$ 285,000","2015-10-30",285000,2071,3500,0
"5856",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5124,121,NA,"B1","944 CRANFORD AVENUE                      ","            ",10466,2,0,2,2017,2695,1960,1,"B1","$ 200,000","2015-09-22",2e+05,2695,2017,0
"5857",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5125,7,NA,"B3","4516 SETON AVE                           ","            ",10466,2,0,2,2500,1773,1920,1,"B3","$ 273,000","2015-07-15",273000,1773,2500,0
"5858",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5126,3,NA,"B1","877 CRANFORD AVENUE                      ","            ",10466,2,0,2,2725,2000,1915,1,"B1","$ 550,000","2015-06-11",550000,2000,2725,0
"5859",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",4996,54,NA,"C0","630 EAST 236 STREET                      ","            ",10466,3,0,3,2975,2975,1911,1,"C0","$ 360,000","2015-08-05",360000,2975,2975,0
"5860",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5008,62,NA,"C0","4158 GUNTHER AVENUE                      ","            ",10466,3,0,3,2521,1565,1925,1,"C0","$ 480,000","2016-03-31",480000,1565,2521,0
"5861",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5009,32,NA,"C0","4121 BRUNER AVENUE                       ","            ",10466,3,0,3,3600,4962,1930,1,"C0","$ 548,000","2015-10-23",548000,4962,3600,0
"5863",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5058,26,NA,"C0","4358 DE REIMER AVENUE                    ","            ",10466,3,0,3,2826,2285,1935,1,"C0","$ 510,000","2015-06-30",510000,2285,2826,0
"5864",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5058,125,NA,"C0","4350 DE REIMER AVENUE                    ","            ",10466,3,0,3,3549,4635,2000,1,"C0","$ 580,000","2015-09-24",580000,4635,3549,0
"5865",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5069,78,NA,"C0","677 NEREID AVENUE                        ","            ",10470,3,0,3,2502,2432,1915,1,"C0","$ 375,000","2015-10-29",375000,2432,2502,0
"5866",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5074,36,NA,"C0","4557A BRONX BOULEVARD                    ","            ",10470,3,0,3,3593,2919,2006,1,"C0","$ 500,000","2015-06-18",5e+05,2919,3593,0
"5867",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5074,136,NA,"C0","4557B BRONX BOULEVARD                    ","            ",10470,3,0,3,2471,2919,2006,1,"C0","$ 495,000","2015-07-22",495000,2919,2471,0
"5868",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5077,29,NA,"C0","4649 BRONX BLVD                          ","            ",10470,3,0,3,1710,1890,1965,1,"C0","$ 202,500","2015-11-16",202500,1890,1710,0
"5871",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5084,1,NA,"C0","713 EAST 239 STREET                      ","            ",10466,3,0,3,4144,3300,1910,1,"C0","$ 550,000","2015-12-18",550000,3300,4144,0
"5872",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5087,14,NA,"C0","4625 FURMAN AVENUE                       ","            ",10470,3,0,3,3120,4433,1920,1,"C0","$ 440,000","2015-06-19",440000,4433,3120,0
"5873",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5097,1,NA,"C0","2091 NEREID AVENUE                       ","            ",10466,3,0,3,5000,3258,1910,1,"C0","$ 1,076,560","2015-07-23",1076560,3258,5000,0
"5874",2,"WAKEFIELD                ","03  THREE FAMILY DWELLINGS                  ","1",5105,5,NA,"C0","637 EAST 241ST STREET                    ","            ",10470,3,0,3,1251,2754,1925,1,"C0","$ 510,000","2015-12-09",510000,2754,1251,0
"5911",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3819,34,NA,"A5","2256 POWELL AVE                          ","            ",10462,1,0,1,1854,1890,1950,1,"A5","$ 383,000","2015-11-25",383000,1890,1854,0
"5912",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3829,86,NA,"A5","2303 POWELL AVENUE                       ","            ",10462,1,0,1,1296,1534,1970,1,"A5","$ 382,000","2015-10-07",382000,1534,1296,0
"5915",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3830,23,NA,"A2","2330 ELLIS AVE                           ","            ",10462,1,0,1,2575,1240,1901,1,"A2","$ 232,000","2016-03-24",232000,1240,2575,0
"5918",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3832,67,NA,"A5","2341 NEWBOLD AVENUE                      ","            ",10462,1,0,1,2000,1890,1950,1,"A5","$ 200,000","2015-08-28",2e+05,1890,2000,0
"5920",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3832,169,NA,"A5","2335 NEWBOLD AVENUE                      ","            ",10462,1,0,1,2000,1890,1950,1,"A5","$ 263,500","2015-06-26",263500,1890,2000,0
"5921",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3967,81,NA,"A1","2219 MANNING STREET                      ","            ",10462,1,0,1,1768,1392,1920,1,"A1","$ 405,000","2015-06-02",405000,1392,1768,0
"5922",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3985,25,NA,"A1","2537 FRISBY AVENUE                       ","            ",10461,1,0,1,1953,1682,1925,1,"A1","$ 390,000","2015-11-30",390000,1682,1953,0
"5923",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3987,47,NA,"A2","1505 BENSON STREET                       ","            ",10461,1,0,1,1262,750,1930,1,"A2","$ 145,000","2015-07-09",145000,750,1262,0
"5925",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",3993,27,NA,"A5","1653 HUBBELL STREET                      ","            ",10461,1,0,1,1776,1944,1961,1,"A5","$ 337,888","2015-06-23",337888,1944,1776,0
"5926",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",4000,54,NA,"A2","1631 OVERING STREET                      ","            ",10461,1,0,1,1612,690,1920,1,"A2","$ 280,000","2015-07-30",280000,690,1612,0
"5927",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",4000,58,NA,"A1","1617 OVERING STREET                      ","            ",10461,1,0,1,1892,2274,1910,1,"A1","$ 462,500","2016-03-23",462500,2274,1892,0
"5928",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",4067,28,NA,"A5","1529 HONE AVENUE                         ","            ",10461,1,0,1,1650,1230,1901,1,"A5","$ 311,110","2015-11-23",311110,1230,1650,0
"5929",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",4068,13,NA,"A1","1540 HONE AVENUE                         ","            ",10461,1,0,1,2806,1806,1901,1,"A1","$ 245,000","2015-07-30",245000,1806,2806,0
"5930",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",4078,34,NA,"A1","1527 ROSELLE STREET                      ","            ",10461,1,0,1,4237,1456,1925,1,"A1","$ 450,000","2016-01-15",450000,1456,4237,0
"5931",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",4134,1,NA,"A2","1338 BLONDELL AVENUE                     ","            ",10461,1,0,1,2250,766,1931,1,"A2","$ 8,000,000","2016-03-10",8e+06,766,2250,0
"5932",2,"WESTCHESTER              ","01  ONE FAMILY DWELLINGS                    ","1",4226,162,NA,"A5","2049 MAYFLOWER AVENUE                    ","            ",10461,1,0,1,2721,1879,1940,1,"A5","$ 540,000","2015-12-18",540000,1879,2721,0
"5933",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3811,34,NA,"B2","2164 GLEASON AVENUE                      ","            ",10462,2,0,2,2549,2316,1930,1,"B2","$ 600,000","2016-03-10",6e+05,2316,2549,0
"5934",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3811,34,NA,"B2","2164 GLEASON AVENUE                      ","            ",10462,2,0,2,2549,2316,1930,1,"B2","$ 325,000","2015-11-02",325000,2316,2549,0
"5937",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3813,48,NA,"S2","1237 CASTLE HILL AVENUE                  ","            ",10462,2,1,3,1963,4400,1920,1,"S2","$ 470,000","2016-03-11",470000,4400,1963,0
"5940",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3821,65,NA,"B2","2253 GLEASON AVENUE                      ","            ",10462,2,0,2,2575,3528,1925,1,"B2","$ 560,000","2015-11-20",560000,3528,2575,0
"5943",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3822,38,NA,"B1","2270 NEWBOLD AVENUE                      ","            ",10462,2,0,2,2472,2660,1940,1,"B1","$ 267,000","2015-11-02",267000,2660,2472,0
"5945",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3822,65,NA,"B1","2253 ELLIS AVENUE                        ","            ",10462,2,0,2,2472,2540,1935,1,"B1","$ 425,000","2016-02-19",425000,2540,2472,0
"5947",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3828,29,NA,"B1","2344 POWELL AVE                          ","            ",10462,2,0,2,2500,1575,1933,1,"B1","$ 495,000","2016-01-28",495000,1575,2500,0
"5948",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3830,19,NA,"B1","2322 ELLIS AVENUE                        ","            ",10462,2,0,2,2017,2071,1965,1,"B1","$ 446,500","2015-08-06",446500,2071,2017,0
"5949",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3831,76,NA,"B1","2329 ELLIS AVENUE                        ","            ",10462,2,0,2,2575,2040,1930,1,"B1","$ 405,000","2015-12-02",405000,2040,2575,0
"5950",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3832,77,NA,"B3","2317 NEWBOLD AVENUE                      ","            ",10462,2,0,2,2575,1140,1910,1,"B3","$ 315,000","2015-09-01",315000,1140,2575,0
"5952",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3966,25,NA,"B1","2159 GLEBE AVE                           ","            ",10462,2,0,2,2207,1844,1900,1,"B1","$ 230,000","2015-08-26",230000,1844,2207,0
"5953",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3967,33,NA,"B2","1557 GLOVER ST                           ","            ",10462,2,0,2,2408,2194,1901,1,"B2","$ 510,000","2015-05-01",510000,2194,2408,0
"5954",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3967,57,NA,"B2","2205 STARLING AVENUE                     ","            ",10462,2,0,2,3557,2660,1925,1,"B2","$ 570,000","2015-08-24",570000,2660,3557,0
"5955",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3968,24,NA,"B2","1519 GLOVER STREET                       ","            ",10462,2,0,2,2375,2812,1901,1,"B2","$ 473,500","2015-09-10",473500,2812,2375,0
"5956",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3969,51,NA,"B1","1417 PARKER STREET                       ","            ",10462,2,0,2,3125,1600,1920,1,"B1","$ 395,000","2015-06-25",395000,1600,3125,0
"5957",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3971,25,NA,"B2","2304 GLEBE AVE                           ","            ",10462,2,0,2,2686,2020,1901,1,"B2","$ 520,000","2015-06-25",520000,2020,2686,0
"5958",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3972,16,NA,"B1","2350 GLEBE AVE                           ","            ",10462,2,0,2,1952,2820,1940,1,"B1","$ 475,000","2015-12-30",475000,2820,1952,0
"5959",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3976,2,NA,"B1","1452 ROWLAND STREET                      ","            ",10461,2,0,2,2290,2352,1941,1,"B1","$ 505,000","2015-07-27",505000,2352,2290,0
"5960",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3976,4,NA,"B1","1456 ROWLAND STREET                      ","            ",10461,2,0,2,2291,2352,1941,1,"B1","$ 520,000","2016-02-12",520000,2352,2291,0
"5961",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3977,29,NA,"B3","1509 ROWLAND STREET                      ","            ",10461,2,0,2,5758,2295,1910,1,"B3","$ 480,000","2015-05-06",480000,2295,5758,0
"5962",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3977,38,NA,"B2","2423 FRISBY AVENUE                       ","            ",10461,2,0,2,2967,2220,1910,1,"B2","$ 302,000","2015-10-30",302000,2220,2967,0
"5963",2,"WESTCHESTER              ","02  TWO FAMILY DWELLINGS                    ","1",3978,7,NA,"B2","2450 GLEBE AVENUE                        ","            ",10461,2,0,2,1980,1462,1930,1,"B2","$ 385,000","2015-07-29",385000,1462,1980,0
