"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"316",4,"ASTORIA","01 ONE FAMILY DWELLINGS                    ","1",878,76,NA,"A5","21-17 22ND   DRIVE"," ",11105," 1 "," -   "," 1 "," 864 "," 1,152 ",1920,1,"A5"," $545,000 ","12/21/2016",545000,1152,864,0
"320",4,"ASTORIA","01 ONE FAMILY DWELLINGS                    ","1",892,108,NA,"A9","19-14 21ST   ROAD"," ",11105," 1 "," -   "," 1 "," 6,900 "," 1,985 ",1930,1,"A9"," $1,900,000 ","12/29/2016",1900000,1985,6900,0
"321",4,"ASTORIA","01 ONE FAMILY DWELLINGS                    ","1",896,35,NA,"A5","21-61 SHORE BOULEVARD"," ",11105," 1 "," -   "," 1 "," 1,919 "," 1,880 ",1965,1,"A5"," $1,419,700 ","11/28/2016",1419700,1880,1919,0
"322",4,"ASTORIA","01 ONE FAMILY DWELLINGS                    ","1",899,46,NA,"A5","14-18 ASTORIA PARK SOUTH"," ",11102," 1 "," -   "," 1 "," 1,658 "," 1,264 ",1920,1,"A5"," $850,000 ","10/27/2016",850000,1264,1658,0
"323",4,"ASTORIA","01 ONE FAMILY DWELLINGS                    ","1",899,52,NA,"A5","14-30 ASTORIA PARK SOUTH"," ",11102," 1 "," -   "," 1 "," 2,500 "," 1,724 ",1900,1,"A5"," $1,275,000 ","11/14/2016",1275000,1724,2500,0
"325",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",506,15,NA,"B1","11-41 30TH   ROAD"," ",11102," 2 "," -   "," 2 "," 2,600 "," 2,000 ",1920,1,"B1"," $1,250,000 ","8/22/2016",1250000,2000,2600,0
"327",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",515,6,NA,"B2","30-26 14TH STREET"," ",11102," 2 "," -   "," 2 "," 2,500 "," 2,096 ",1920,1,"B2"," $995,000 ","6/28/2016",995000,2096,2500,0
"329",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",521,11,NA,"B1","13-09 34TH   AVENUE"," ",11106," 2 "," -   "," 2 "," 1,347 "," 2,262 ",1996,1,"B1"," $1,250,000 ","1/27/2017",1250000,2262,1347,0
"337",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",545,7,NA,"B1","2117 29TH AVENUE"," ",11102," 2 "," -   "," 2 "," 2,500 "," 1,600 ",1935,1,"B1"," $850,000 ","8/24/2016",850000,1600,2500,0
"342",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",565,19,NA,"B1","23-38 33RD   AVENUE"," ",11106," 2 "," -   "," 2 "," 1,622 "," 1,980 ",1930,1,"B1"," $1,299,000 ","1/24/2017",1299000,1980,1622,0
"344",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",570,50,NA,"B3","30-84 CRESCENT STREET"," ",11102," 2 "," -   "," 2 "," 3,088 "," 1,314 ",1901,1,"B3"," $325,000 ","1/20/2017",325000,1314,3088,0
"345",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",572,21,NA,"B1","30-17 23RD   STREET"," ",11102," 2 "," -   "," 2 "," 2,081 "," 2,337 ",1925,1,"B1"," $1,222,100 ","4/15/2016",1222100,2337,2081,0
"346",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",572,27,NA,"B3","23-04 30TH AVENUE"," ",11102," 2 "," -   "," 2 "," 1,592 "," 1,769 ",1920,1,"B3"," $1,100,000 ","11/18/2016",1100000,1769,1592,0
"349",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",578,27,NA,"B2","25-22 30TH DR"," ",11102," 2 "," -   "," 2 "," 3,669 "," 1,770 ",1920,1,"B2"," $995,000 ","3/9/2016",995000,1770,3669,0
"352",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",581,1,NA,"B1","25-16 33RD AVENUE"," ",11106," 2 "," -   "," 2 "," 2,260 "," 2,376 ",1925,1,"B1"," $675,000 ","2/5/2016",675000,2376,2260,0
"353",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",582,32,NA,"B1","33-59 28TH   STREET"," ",11106," 2 "," -   "," 2 "," 1,900 "," 1,720 ",1950,1,"B1"," $960,000 ","10/28/2016",960000,1720,1900,0
"354",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",582,125,NA,"B1","33-60 29TH STREET"," ",11106," 2 "," -   "," 2 "," 1,967 "," 1,624 ",1950,1,"B1"," $1,030,000 ","12/16/2016",1030000,1624,1967,0
"356",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",584,18,NA,"B3","34-27 28TH STREET"," ",11106," 2 "," -   "," 2 "," 2,000 "," 1,695 ",1945,1,"B3"," $1,150,000 ","7/11/2016",1150000,1695,2000,0
"357",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",585,43,NA,"B2","34-38 30TH   STREET"," ",11106," 2 "," -   "," 2 "," 3,529 "," 2,530 ",1920,1,"B2"," $1,300,000 ","6/20/2016",1300000,2530,3529,0
"358",4,"ASTORIA","02 TWO FAMILY DWELLINGS                    ","1",589,13,NA,"B1","31-69 30TH   STREET"," ",11106," 2 "," -   "," 2 "," 2,000 "," 2,042 ",1940,1,"B1"," $999,999 ","2/2/2016",999999,2042,2000,0
